game_id,names,min_players,max_players,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,weight,player_range,time_range,Action Point Allowance System,Area Control / Area Influence,Area Movement,Auction/Bidding,Card Drafting,Co-operative Play,Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Hex-and-Counter,Modular Board,Point to Point Movement,Route/Network Building,Set Collection,Simulation,Simultaneous Action Selection,Tile Placement,Variable Player Powers,Worker Placement,other_mechanic,Abstract Strategy,Adventure,Ancient,Animals,Bluffing,Card Game,City Building,Deduction,Dice,Economic,Exploration,Fantasy,Fighting,Medieval,Miniatures,Party Game,Science Fiction,combined_war,other_category
84876,The Castles of Burgundy,2,4,30,90,2011,8.12383,8.006789999999999,31613,12.0,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",43992,"Dice, Medieval, Territory Building",3.0272,2-4,30-90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
173346,7 Wonders Duel,2,2,30,30,2015,8.145589999999999,8.006269999999999,32165,10.0,"Card Drafting, Set Collection",49800,"Ancient, Card Game, City Building, Civilization",2.2307,2-2,30-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
115746,War of the Ring (Second Edition),2,4,150,180,2012,8.37781,7.98727,8217,13.0,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",13216,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame",4.0418,2-4,150-180,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2
102794,Caverna: The Cave Farmers,1,7,30,210,2013,8.1177,7.95343,21145,12.0,"Tile Placement, Worker Placement",26974,"Animals, Economic, Fantasy, Farming",3.7823,1-7,30-210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3076,Puerto Rico,2,5,90,150,2002,8.06034,7.94839,52849,12.0,Variable Phase Order,61011,"City Building, Economic, Farming",3.2932,2-5,90-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
31260,Agricola,1,5,30,150,2007,8.02172,7.923189999999999,53481,12.0,"Area Enclosure, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",64468,"Animals, Economic, Farming",3.6326,1-5,30-150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96848,Mage Knight Board Game,1,4,60,240,2011,8.118160000000001,7.915539999999999,21524,14.0,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",31976,"Adventure, Exploration, Fantasy, Fighting",4.2406,1-4,60-240,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
183394,Viticulture Essential Edition,1,6,45,90,2015,8.17385,7.91061,12037,13.0,"Hand Management, Variable Phase Order, Worker Placement",16732,"Economic, Farming",2.9307,1-6,45-90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
205637,Arkham Horror: The Card Game,1,2,60,120,2016,8.2564,7.90793,12047,14.0,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",22612,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based",3.2205,1-2,60-120,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
205059,Mansions of Madness: Second Edition,1,5,120,180,2016,8.20129,7.88669,12396,14.0,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers",19680,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",2.6623,1-5,120-180,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3
124361,Concordia,2,5,100,100,2013,8.07072,7.883769999999998,15266,13.0,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",17797,"Ancient, Economic, Nautical",3.1076,2-5,100-100,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170216,Blood Rage,2,4,60,90,2015,8.074810000000001,7.88092,20998,14.0,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",26099,"Fantasy, Fighting, Miniatures, Mythology",2.889,2-4,60-90,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
209010,Mechs vs. Minions,2,4,60,90,2016,8.217310000000001,7.86875,9195,14.0,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14532,"Fantasy, Fighting, Miniatures, Video Game Theme",2.4727,2-4,60-90,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
164153,Star Wars: Imperial Assault,2,5,60,120,2014,8.13522,7.85376,14563,14.0,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",25367,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",3.2846,2-5,60-120,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
164928,Orléans,2,4,90,90,2014,8.07954,7.8537,12709,12.0,"Deck / Pool Building, Point to Point Movement, Worker Placement",14851,"Medieval, Religious, Travel",3.1077,2-4,90-90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
25613,Through the Ages: A Story of Civilization,2,4,240,240,2006,8.02876,7.851260000000001,16329,12.0,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",16397,"Civilization, Economic",4.1703,2-4,240-240,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175914,Food Chain Magnate,2,5,120,240,2015,8.220080000000001,7.83662,7406,14.0,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection",9193,"Economic, Industry / Manufacturing",4.2209,2-5,120-240,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2651,Power Grid,2,6,120,120,2004,7.91299,7.82722,46701,12.0,"Auction/Bidding, Route/Network Building",53847,"Economic, Industry / Manufacturing",3.2821,2-6,120-120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177736,A Feast for Odin,1,4,30,120,2016,8.18983,7.81928,8145,12.0,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",10846,"Economic, Industry / Manufacturing, Medieval, Puzzle",3.8636,1-4,30-120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
233078,Twilight Imperium: Fourth Edition,3,6,240,480,2017,8.903369999999997,7.8159,3053,14.0,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting",4877,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame",4.1338,3-6,240-480,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
72125,Eclipse,2,6,60,200,2011,7.9740199999999986,7.80979,22633,14.0,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",24441,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame",3.6863,2-6,60-200,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
221107,Pandemic Legacy: Season 2,2,4,60,60,2017,8.46509,7.803039999999998,4181,14.0,"Co-operative Play, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers",9792,"Environmental, Exploration, Medical",3.1944,2-4,60-60,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
55690,Kingdom Death: Monster,1,6,60,180,2015,8.89537,7.79905,4739,17.0,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling",6872,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",4.2361,1-6,60-180,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
28720,Brass: Lancashire,2,4,120,180,2007,8.01122,7.7888899999999985,11465,14.0,"Hand Management, Route/Network Building",12122,"Economic, Industry / Manufacturing, Transportation",3.8757,2-4,120-180,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,60,120,2012,7.955539999999999,7.785439999999999,23131,14.0,"Action / Movement Programming, Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Tile Placement, Variable Player Powers, Worker Placement",35394,"Adventure, Exploration, Fighting, Novel-based",3.7333,1-4,60-120,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
35677,Le Havre,1,5,30,150,2008,7.91345,7.78218,21356,12.0,Worker Placement,23447,"City Building, Economic, Industry / Manufacturing, Nautical",3.7559,1-5,30-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
126163,Tzolk'in: The Mayan Calendar,2,4,90,90,2012,7.9302199999999985,7.78148,21391,13.0,"Set Collection, Worker Placement",24528,"Ancient, Civilization, Economic, Farming, Mythology",3.6361,2-4,90-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
124742,Android: Netrunner,2,2,45,45,2012,7.922339999999998,7.740189999999999,22767,14.0,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",35645,"Bluffing, Card Game, Collectible Components, Science Fiction",3.3592,2-2,45-45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
171623,The Voyages of Marco Polo,2,4,40,100,2015,7.96457,7.739089999999999,12780,12.0,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",15116,"Dice, Economic, Medieval, Travel",3.1886,2-4,40-100,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
230802,Azul,2,4,30,45,2017,8.01887,7.73689,11182,8.0,"Pattern Building, Set Collection, Tile Placement",15712,Abstract Strategy,1.8458,2-4,30-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68448,7 Wonders,2,7,30,30,2010,7.80273,7.71364,61466,10.0,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",80301,"Ancient, Card Game, City Building, Civilization",2.3429,2-7,30-30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
122515,Keyflower,2,6,90,120,2012,7.88728,7.70528,14261,12.0,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",17371,"City Building, Economic, Nautical, Renaissance, Territory Building",3.3432,2-6,90-120,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
178900,Codenames,2,8,15,15,2015,7.78988,7.69843,42207,14.0,"Memory, Partnerships, Press Your Luck",66565,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",1.3303,2-8,15-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
162886,Spirit Island,1,4,90,120,2017,8.4231,7.696110000000001,4015,13.0,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building",3.8696,1-4,90-120,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
18602,Caylus,2,5,60,150,2005,7.82987,7.6848899999999984,23494,12.0,Worker Placement,23855,"City Building, Economic, Medieval",3.8189,2-5,60-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
146021,Eldritch Horror,1,8,120,240,2013,7.9131,7.682860000000002,20599,14.0,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",30839,"Adventure, Fantasy, Fighting, Horror, Novel-based",3.3129,1-8,120-240,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
146508,T.I.M.E Stories,2,4,90,240,2015,7.8835,7.6791800000000014,15847,12.0,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers",24194,"Adventure, Mature / Adult, Puzzle, Science Fiction",2.6464,2-4,90-240,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
28143,Race for the Galaxy,2,4,30,60,2007,7.76608,7.67254,37925,12.0,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",45477,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",2.9763,2-4,30-60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
12493,Twilight Imperium (Third Edition),3,6,180,240,2005,7.8952399999999985,7.67162,16559,14.0,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",18723,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",4.2413,3-6,180-240,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
110327,Lords of Waterdeep,2,5,60,120,2012,7.780710000000001,7.66562,34638,12.0,"Set Collection, Take That, Worker Placement",42406,"City Building, Fantasy",2.4908,2-5,60-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
157354,Five Tribes,2,4,40,80,2014,7.79888,7.6562,22271,13.0,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection",29058,"Animals, Arabian, Fantasy, Mythology",2.8918,2-4,40-80,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
62219,Dominant Species,2,6,120,240,2010,7.84068,7.65269,14262,14.0,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",14703,"Animals, Environmental, Prehistoric",4.035,2-6,120-240,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
205896,Rising Sun,3,5,90,120,2018,8.19132,7.6520199999999985,5849,14.0,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers",10550,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame",3.194,3-5,90-120,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2
159675,Fields of Arle,1,2,60,120,2014,8.17292,7.6504699999999985,4795,13.0,Worker Placement,7787,"Economic, Farming, Industry / Manufacturing",3.9068,1-2,60-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
93,El Grande,2,5,60,120,1995,7.78817,7.6475,20030,12.0,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",19232,Renaissance,3.0764,2-5,60-120,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163412,Patchwork,2,2,15,30,2014,7.760560000000001,7.641539999999999,27460,8.0,"Tile Placement, Time Track",40272,"Abstract Strategy, Puzzle",1.7081,2-2,15-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216132,Clans of Caledonia,1,4,30,120,2017,8.13711,7.6414,5325,12.0,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",7682,Economic,3.4133,1-4,30-120,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40834,Dominion: Intrigue,2,4,30,30,2009,7.76244,7.633960000000001,25448,13.0,"Card Drafting, Deck / Pool Building, Hand Management",36342,"Card Game, Medieval",2.4395,2-4,30-30,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
132531,Roll for the Galaxy,2,5,45,45,2014,7.7770199999999985,7.62599,18671,13.0,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",23686,"Civilization, Dice, Economic, Science Fiction, Space Exploration",2.7518,2-5,45-45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
201808,Clank!: A Deck-Building Adventure,2,4,30,60,2016,7.877999999999999,7.6243,11763,12.0,"Card Drafting, Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",15831,"Adventure, Fantasy",2.2335,2-4,30-60,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37111,Battlestar Galactica: The Board Game,3,6,120,300,2008,7.7526100000000016,7.61095,28025,10.0,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",31125,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",3.2292,3-6,120-300,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4
103885,Star Wars: X-Wing Miniatures Game,2,2,30,45,2012,7.81743,7.605469999999999,19398,14.0,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",32757,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",2.4727,2-2,30-45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3
150376,Dead of Winter: A Crossroads Game,2,5,60,120,2014,7.748989999999999,7.603960000000002,28885,13.0,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Trading, Variable Player Powers, Voting",39714,"Bluffing, Deduction, Horror, Zombies",3.0008,2-5,60-120,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
172386,Mombasa,2,4,75,150,2015,7.94952,7.59817,7117,12.0,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,Economic,3.8826,2-4,75-150,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,60,120,1981,7.8228,7.5938,11552,10.0,"Co-operative Play, Storytelling",22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents",2.7516,1-8,60-120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
73439,Troyes,2,4,90,90,2010,7.76852,7.580589999999999,13379,12.0,"Area Control / Area Influence, Dice Rolling, Worker Placement",14444,"Dice, Economic, Medieval",3.4594,2-4,90-90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
